PPN	creator	dataProvider	date	format	identifier	isShownAt	issued	object	provider	publisher	rights	source	spatial	subject	title	type
PPN838523854	Wolf, Georg Christian  Ayrer, Georg Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1736	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B91100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B91100000000	1736	http://digital.staatsbibliothek-berlin.de/europeana/PPN838523854/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Langenheim	Open Access	Wolf, Georg Christian  Ayrer, Georg Heinrich: Als der Hoch-Edle, Hochachtbare und Hochgelahrte Herr, Herr George Heinrich Ayrer auf der Universität Göttingen Den 14. Aug. 1736. Die längst verdiente Würde eines Doctoris Iuris erhielt, bezeigte Demselben hierdurch seine Schuldigkeit ein ergebenster Freund und Diener George Christian Wolf. Leipzig  Berlin 1736	Leipzig	Historische Drucke	Als der Hoch-Edle, Hochachtbare und Hochgelahrte Herr, Herr George Heinrich Ayrer auf der Universität Göttingen Den 14. Aug. 1736. Die längst verdiente Würde eines Doctoris Iuris erhielt, bezeigte Demselben hierdurch seine Schuldigkeit ein ergebenster Freund und Diener George Christian Wolf	Monograph
PPN827384106	Friedrich Wilhelm <III.> < Preußen, König>,	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1799	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A17B00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A17B00000000	1799	http://digital.staatsbibliothek-berlin.de/europeana/PPN827384106/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Korn	Open Access	Friedrich Wilhelm <III.> < Preußen, König>,: Verordnung wegen der den Unterthanen im Herzogthum Schlesien und der Grafschaft Glatz zu verschaffenden Erleichterungen. Breslau  Berlin 1799	Breslau	Historische Drucke	Verordnung wegen der den Unterthanen im Herzogthum Schlesien und der Grafschaft Glatz zu verschaffenden Erleichterungen	Monograph
PPN838342507	Holm, Olaus Johann  Walltier, Hans Erich  Malmberg, Petrus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1706	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B8BB00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B8BB00000000	1706	http://digital.staatsbibliothek-berlin.de/europeana/PPN838342507/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schrödter	Open Access	Holm, Olaus Johann  Walltier, Hans Erich  Malmberg, Petrus: Viro Summe Reverendo, Magnifico, atque Amplissimo, Petro Malmbergio, Sudermania Sveco, Sacrae Regiae Majestatis Sveciae a Confessionibus & concionibus primariis Consitorii Aulico Castrensis Praesidi Gravissio, Symnistarum Castrensium Superintendenti undiquaque meritissimo, Domino Patrono atque Promotori nostro, quum in Academia Wittenbergensi Doctor S. Theologiae D. 29/30 Novemb. MDCCVI. Renunciaretur, gratulantur. Vittembergae  Berlin 1706	Vittembergae	Historische Drucke	Viro Summe Reverendo, Magnifico, atque Amplissimo, Petro Malmbergio, Sudermania Sveco, Sacrae Regiae Majestatis Sveciae a Confessionibus & concionibus primariis Consitorii Aulico Castrensis Praesidi Gravissio, Symnistarum Castrensium Superintendenti undiquaque meritissimo, Domino Patrono atque Promotori nostro, quum in Academia Wittenbergensi Doctor S. Theologiae D. 29/30 Novemb. MDCCVI. Renunciaretur, gratulantur	Monograph
PPN838257453	Weickhman, Joachim  Schelguigius, Samuel  Schütz, Constantinus  Strauß, Johannes  Rosteuscher, Johann Christoph  Bücherus, Fridericus Christianus  Nohtwanger, Johannes Heinricus  Fischerus, Joh. Laurentius  Moneta, Johannes  Ulmitz, Michael  Schroeder, Samuel  Praetorius, Ephraim	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1705	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B89100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B89100000000	1705	http://digital.staatsbibliothek-berlin.de/europeana/PPN838257453/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reiningeri	Open Access	Weickhman, Joachim  Schelguigius, Samuel  Schütz, Constantinus  Strauß, Johannes  Rosteuscher, Johann Christoph  Bücherus, Fridericus Christianus  Nohtwanger, Johannes Heinricus  Fischerus, Joh. Laurentius  Moneta, Johannes  Ulmitz, Michael  Schroeder, Samuel  Praetorius, Ephraim: Pia Vota, Quibus Maxime Reverendum Doctissimum atq[ue] Amplissimum, Dn. Ephraim Praetorium, hactenus Dantisci Ad D. Jacobi V.D.M. meritissimum, Collegam atque Fratrem in amore J. C. Conjunctissimum, Nunc Divinâ gratiâ Vocatum Rever. Ministerii Thorunensis Seniorem & ad D. Mariae Pastorem dignissium, Cum Gedano A. C. 1705. Mense Septembri, Ad capessendam Novam Spartam, discederet, Comitari voluerunt in Ecclesiastico munere Collegae & Fratres. Gedani  Berlin 1705	Gedani	Historische Drucke	Pia Vota, Quibus Maxime Reverendum Doctissimum atq[ue] Amplissimum, Dn. Ephraim Praetorium, hactenus Dantisci Ad D. Jacobi V.D.M. meritissimum, Collegam atque Fratrem in amore J. C. Conjunctissimum, Nunc Divinâ gratiâ Vocatum Rever. Ministerii Thorunensis Seniorem & ad D. Mariae Pastorem dignissium, Cum Gedano A. C. 1705. Mense Septembri, Ad capessendam Novam Spartam, discederet, Comitari voluerunt in Ecclesiastico munere Collegae & Fratres	Monograph
PPN827370687	Friedrich Wilhelm <III.> < Preußen, König>,	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1799	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A15C00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A15C00000000	1799	http://digital.staatsbibliothek-berlin.de/europeana/PPN827370687/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Decker	Open Access	Friedrich Wilhelm <III.> < Preußen, König>,: Tarif, nach welchem der Consumtions-Impost von den einkommenden fremden Weinen künftig erhoben werden soll  Berlin, den 25sten Januar 1799.. [Berlin]  Berlin 1799	[Berlin]	Historische Drucke	Tarif, nach welchem der Consumtions-Impost von den einkommenden fremden Weinen künftig erhoben werden soll	Monograph
PPN827371799	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1799	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A15F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A15F00000000	1799	http://digital.staatsbibliothek-berlin.de/europeana/PPN827371799/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Nachweisung des Zustandes der Kurmärkischen Landarmen- und Invalidenhäuser für den Zeitraum vom 1sten Juny 1797 bis dahin 1798, wie solche aus den im December 1798 dem zum neuen Biergelde versammleten großen Ausschusse der Stände vorgelegten Rechnungen ausgezogen worden  [Berlin, den 4. Februar 1799.]. [Berlin]  Berlin 1799	[Berlin]	Historische Drucke	Nachweisung des Zustandes der Kurmärkischen Landarmen- und Invalidenhäuser für den Zeitraum vom 1sten Juny 1797 bis dahin 1798, wie solche aus den im December 1798 dem zum neuen Biergelde versammleten großen Ausschusse der Stände vorgelegten Rechnungen ausgezogen worden	Monograph
PPN839147317	Woldt, Hinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1800	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001BA5000000000	http://resolver.staatsbibliothek-berlin.de/SBB0001BA5000000000	1800	http://digital.staatsbibliothek-berlin.de/europeana/PPN839147317/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Römhild	Open Access	Woldt, Hinrich: Das Leben des Herrn Hinrich Woldt, beyder Rechte Licentiaten und vieljährigen Protokollisten an der Wette oder dem Polizeygerichte der Kaiserl. freyen Reichsstadt Lübeck. [Lübeck]  Berlin 1800	[Lübeck]	Historische Drucke	Das Leben des Herrn Hinrich Woldt, beyder Rechte Licentiaten und vieljährigen Protokollisten an der Wette oder dem Polizeygerichte der Kaiserl. freyen Reichsstadt Lübeck	Monograph
PPN835329003	Plessing, Johann Friederich  Kiesling, Johann Rudolph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1757	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B28000000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B28000000000	1757	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Jacobi	Open Access	Plessing, Johann Friederich  Kiesling, Johann Rudolph: Johann Friederich Plessings, Past. zu Belleben im Saalkreise des Herzogthums Magdeburg. Versuch vom Ursprung der Abgötterey. Leipzig  Berlin 1757	Leipzig	Historische Drucke	Johann Friederich Plessings, Past. zu Belleben im Saalkreise des Herzogthums Magdeburg. Versuch vom Ursprung der Abgötterey	Multivolume work
PPN835329445	Plessing, Johann Friederich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1758	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B28000020000	http://resolver.staatsbibliothek-berlin.de/SBB0001B28000020000	1758	http://digital.staatsbibliothek-berlin.de/europeana/PPN835329445/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Jacobi	Open Access	Plessing, Johann Friederich: Johann Friederich Plessings, Past. zu Belleben im Saalkreise des Herzogthums Magdeburg. Versuch vom Ursprung der Abgötterey. Leipzig 1758	Leipzig	Historische Drucke	Johann Friederich Plessings, Past. zu Belleben im Saalkreise des Herzogthums Magdeburg. Versuch vom Ursprung der Abgötterey	Volume
PPN838424686	Reiger, Joh. Christoph  Gerhard, Ephraim	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1713	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B8D200000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B8D200000000	1713	http://digital.staatsbibliothek-berlin.de/europeana/PPN838424686/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Gollner	Open Access	Reiger, Joh. Christoph  Gerhard, Ephraim: Als Der Wohl-Edle, Ehrenvest und Wohlgelahrte Herr Joh. Christoph Reiger, gebürtig aus Regenspurg, Beyder Rechten Beflissener, unter dem Praesidio Des Hoch-Edlen, Vest und Hochgelahrten Herrn, Herrn Ephraim Gerhards, Beyder Rechten und der Philosophie berühmten Doctoris, wie auch Hochfürstl. Sächß. Weymarischen Hoff- und Regierungs-Advoc. Ordin. d. 4. Martii dieses 1713ten Jahres De Literis dimissoriis Appellationum, vulgo von Aposteln, offentlich disputirte, wolte durch nachfolgende Zeilen, nebst schuldigster gratulation, ihre Freundschafft aufrichtig an den Tag legen Die gesammte Regenspurgische Lands-Mannschafft. Jena  Berlin 1713	Jena	Historische Drucke	Als Der Wohl-Edle, Ehrenvest und Wohlgelahrte Herr Joh. Christoph Reiger, gebürtig aus Regenspurg, Beyder Rechten Beflissener, unter dem Praesidio Des Hoch-Edlen, Vest und Hochgelahrten Herrn, Herrn Ephraim Gerhards, Beyder Rechten und der Philosophie berühmten Doctoris, wie auch Hochfürstl. Sächß. Weymarischen Hoff- und Regierungs-Advoc. Ordin. d. 4. Martii dieses 1713ten Jahres De Literis dimissoriis Appellationum, vulgo von Aposteln, offentlich disputirte, wolte durch nachfolgende Zeilen, nebst schuldigster gratulation, ihre Freundschafft aufrichtig an den Tag legen Die gesammte Regenspurgische Lands-Mannschafft	Monograph
PPN838333915	Glagau, Aegidius  Praetorius, Ephraim	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1705	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B8B500000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B8B500000000	1705	http://digital.staatsbibliothek-berlin.de/europeana/PPN838333915/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reiniger	Open Access	Glagau, Aegidius  Praetorius, Ephraim: Als Der Hoch-Ehrwürdige, GroßAchtbahre und Hochgelahrte Herr, Herr Ephraim Praetorius, Bißhero Treufleißiger Seelsorger der Gemeine zu S. Jacob in Dantzig, Zum Pastor an der S. Marien Kirche zu Thorn und Senior eines Ehrwürdigen Minsterii daselbst vociret wurde, Hat Seine gebührende Schuldigkeit unterthänigst beachten wollen Aegidius Glagau, Jun. von Dantzig Anno MDCCV. Mens. Septemb.. Dantzig  Berlin 1705	Dantzig	Historische Drucke	Als Der Hoch-Ehrwürdige, GroßAchtbahre und Hochgelahrte Herr, Herr Ephraim Praetorius, Bißhero Treufleißiger Seelsorger der Gemeine zu S. Jacob in Dantzig, Zum Pastor an der S. Marien Kirche zu Thorn und Senior eines Ehrwürdigen Minsterii daselbst vociret wurde, Hat Seine gebührende Schuldigkeit unterthänigst beachten wollen Aegidius Glagau, Jun. von Dantzig Anno MDCCV. Mens. Septemb.	Monograph
PPN838523226	Gesnerus, Jo. Matthias  Ayrer, Ge. Henricus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1736	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B91000000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B91000000000	1736	http://digital.staatsbibliothek-berlin.de/europeana/PPN838523226/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Vandenhoeck	Open Access	Gesnerus, Jo. Matthias  Ayrer, Ge. Henricus: Praenoblissimo Doctissimoque Viro Ge. Henrico Ayrero Specimina Illustris Doctrinae Et Summos In Utroque Iura Honores In Academia Georgia Augusta Summo Ipsius Merito Collatos Gratulabatur Io. Matthias Gesnerus Eloq. Et Poes. P.P.O. Et Acad. Biblioth.. Gottingae  Berlin 1736	Gottingae	Historische Drucke	Praenoblissimo Doctissimoque Viro Ge. Henrico Ayrero Specimina Illustris Doctrinae Et Summos In Utroque Iura Honores In Academia Georgia Augusta Summo Ipsius Merito Collatos Gratulabatur Io. Matthias Gesnerus Eloq. Et Poes. P.P.O. Et Acad. Biblioth.	Monograph
PPN836144937	Blasche, Johann Christian  Blaufus, Jakob Wilhelm	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1758	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B4D000000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B4D000000000	1758	http://digital.staatsbibliothek-berlin.de/europeana/PPN836144937/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Tennemann	Open Access	Blasche, Johann Christian  Blaufus, Jakob Wilhelm: Trauerrede bey feyerlicher Beerdigung des Hochwürdigen und Hochgelahrten Herrn Herrn Jakob Wilhelm Blaufus  Der Gottesgelahrheit Doktors, der Weltweisheit öffentlichen berühmten Lehrers, der Jenaischen teutschen Gesellschafts-Bibliothek Aufsehers, und der Greifswaldischen teutschen Gesellschaft ansehnlichen Ehrenmitgliedes Welcher am 3ten des Brachmonats 1758. Sein Ruhmvolles Leben beschloß. Jena  Berlin 1758	Jena	Historische Drucke	Trauerrede bey feyerlicher Beerdigung des Hochwürdigen und Hochgelahrten Herrn Herrn Jakob Wilhelm Blaufus	Monograph
PPN838321860	Goetzius, Georgius Henricus  Fuhrmann, Arnoldus  Pfeiffer, Joh. Ehrenfried  Heppen, D. G.  Witte v. Nordekk, J. P.  Linden, Georg  Schievelbein, Eberhard â  Caspari, Melchior  Caspari, Georgius	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1704	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B8A100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B8A100000000	1704	http://digital.staatsbibliothek-berlin.de/europeana/PPN838321860/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schwieger	Open Access	Goetzius, Georgius Henricus  Fuhrmann, Arnoldus  Pfeiffer, Joh. Ehrenfried  Heppen, D. G.  Witte v. Nordekk, J. P.  Linden, Georg  Schievelbein, Eberhard â  Caspari, Melchior  Caspari, Georgius: Cum Vir Iuvenis Noblissimus ac Doctissimus Dominus Georgius Caspari Rigensis, S.S. Theol. atque Philosophiae Studiosus, Primitias Indefessae suae diligentiae In Academia Rostochiensi d. 22. Martii Anni MDCCIV. ... offerret, Votivas Acclamationes Eidem Destinare volverunt Patroni, Fautores, Amici Atque Consanguinei. Rostochi  Berlin 1704	Rostochi	Historische Drucke	Cum Vir Iuvenis Noblissimus ac Doctissimus Dominus Georgius Caspari Rigensis, S.S. Theol. atque Philosophiae Studiosus, Primitias Indefessae suae diligentiae In Academia Rostochiensi d. 22. Martii Anni MDCCIV. ... offerret, Votivas Acclamationes Eidem Destinare volverunt Patroni, Fautores, Amici Atque Consanguinei	Monograph
PPN838466702	Christius, Johannes Fridericus  Ayrerus, Georgius Henricus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1736	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B90F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B90F00000000	1736	http://digital.staatsbibliothek-berlin.de/europeana/PPN838466702/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Langenhemius	Open Access	Christius, Johannes Fridericus  Ayrerus, Georgius Henricus: Viro Praenob. Et Consultiss. Georgio Henrico Ayrero Iurisprudentiae Honores Academicos E Georgio Goettingana Solemni Ritu Petendos Gratulantur Ioh. Frider. Christius  A. D. [XVIII.] Augusti A C. N. MDCCXXXVI. Lipsiae  Berlin 1736	Lipsiae	Historische Drucke	Viro Praenob. Et Consultiss. Georgio Henrico Ayrero Iurisprudentiae Honores Academicos E Georgio Goettingana Solemni Ritu Petendos Gratulantur Ioh. Frider. Christius	Monograph
PPN839147538	Vollmer, Johann Martin	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1798	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001BA5100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001BA5100000000	1798	http://digital.staatsbibliothek-berlin.de/europeana/PPN839147538/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Vollmer, Johann Martin: Johann Martin Vollmer's Predigers zu Schönfließ bey Berlin Lebens-Beschreibung von ihm selbst entworfen. Berlin  Berlin 1798	Berlin	Historische Drucke	Johann Martin Vollmer's Predigers zu Schönfließ bey Berlin Lebens-Beschreibung von ihm selbst entworfen	Monograph
PPN837838126	Parthey, Gustav  Pinder, Moritz  Lessing, Gotthold Ephraim	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1752	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B71F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B71F00000000	1752	http://digital.staatsbibliothek-berlin.de/europeana/PPN837838126/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Gleditsch	Open Access	Parthey, Gustav  Pinder, Moritz  Lessing, Gotthold Ephraim: Gotthold Ephraim Lessings Allgemeine Critik des Jöcherschen Gelehrten-Lexicons  Siebendes Stück. Leipzig  [Berlin]  Berlin 1752	Leipzig  [Berlin]	Historische Drucke	Gotthold Ephraim Lessings Allgemeine Critik des Jöcherschen Gelehrten-Lexicons	Monograph
PPN835043363	Conz, Karl Philipp  Frischlin, Nikodem	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1791	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B17200000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B17200000000	1791	http://digital.staatsbibliothek-berlin.de/europeana/PPN835043363/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Conz, Karl Philipp  Frischlin, Nikodem: Nikodem Frischlin der unglückliche Wirtembergische Gelehrte und Dichter  Seinem Andenken. Frankfurt  Leipzig  Berlin 1791	Frankfurt  Leipzig	Historische Drucke	Nikodem Frischlin der unglückliche Wirtembergische Gelehrte und Dichter	Monograph
PPN835143236	Heyne, Christian Gottlob  Haller, Albertus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1778	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001B1FE00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001B1FE00000000	1778	http://digital.staatsbibliothek-berlin.de/europeana/PPN835143236/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Dieterich	Open Access	Heyne, Christian Gottlob  Haller, Albertus: Alberti De Haller Regiae Scientiarum Societatis Gottingensis Praesidis Elogium. In Consessu Sollenni A. D. XIV. Februarii M D CCLXXVIII. Recitatum A Chr. G. Heyne. Gottingae  Berlin 1778	Gottingae	Historische Drucke	Alberti De Haller Regiae Scientiarum Societatis Gottingensis Praesidis Elogium. In Consessu Sollenni A. D. XIV. Februarii M D CCLXXVIII. Recitatum A Chr. G. Heyne	Monograph
