PPN	creator	dataProvider	date	format	identifier	isShownAt	issued	object	provider	publisher	rights	source	spatial	subject	title	type
PPN826814999	Schultz, Johannes Fridericus  Boehmerus, Justus Henningus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1738	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A03100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A03100000000	1738	http://digital.staatsbibliothek-berlin.de/europeana/PPN826814999/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Grunertus	Open Access	Schultz, Johannes Fridericus  Boehmerus, Justus Henningus: Sacrvm Die Natali, IV. Calend. Februar. M D CC XXXVIII. Viri Perillvstris Atqve Excellentissimi Domini, Domini Ivsti Henningi Boehmeri, ICti, ... Domini Ac Maecenatis Svi, Devotissimo Mentis Cvltv Proseqvendi, Fecit Iohannes Fridericvs Schvltz, Stend. I. V. C.. Halae Magdeburgicae  Berlin 1738	Halae Magdeburgicae	Historische Drucke	Sacrvm Die Natali, IV. Calend. Februar. M D CC XXXVIII. Viri Perillvstris Atqve Excellentissimi Domini, Domini Ivsti Henningi Boehmeri, ICti, ... Domini Ac Maecenatis Svi, Devotissimo Mentis Cvltv Proseqvendi, Fecit Iohannes Fridericvs Schvltz, Stend. I. V. C.	Monograph
PPN82682336X	Schwarzius, Christianus Gotlibius  Fabricius, Joannes	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1728	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A03900000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A03900000000	1728	http://digital.staatsbibliothek-berlin.de/europeana/PPN82682336X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Typis Kohlesianis	Open Access	Schwarzius, Christianus Gotlibius  Fabricius, Joannes: Abbati. Regiae. Lvterae. Svmme. Venerabili Ioanni. Fabricio Annvm. Aetatis. Octogesimvm. Qvinctvm Feliciter. Ingresso Et. Mvnervm. Academicorvm. Avspicivm Memoria. Semisaecvlari. Piisqve. Ivbilis Celebranti Gratvlabatvr Christianvs. Gotlibivs. Schwarzivs H. T. Rector. Acad. Altorfinae. Altorfii  Berlin 1728	Altorfii	Historische Drucke	Abbati. Regiae. Lvterae. Svmme. Venerabili Ioanni. Fabricio Annvm. Aetatis. Octogesimvm. Qvinctvm Feliciter. Ingresso Et. Mvnervm. Academicorvm. Avspicivm Memoria. Semisaecvlari. Piisqve. Ivbilis Celebranti Gratvlabatvr Christianvs. Gotlibivs. Schwarzivs H. T. Rector. Acad. Altorfinae	Monograph
PPN826742300	Förster, Nicolaus  Detleffßen, Detleff	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1725	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FE400000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FE400000000	1725	http://digital.staatsbibliothek-berlin.de/europeana/PPN826742300/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Förster, Nicolaus  Detleffßen, Detleff: Als Der glücklichst eingetretene Gebuhrts-Tag Des Wohl-Edlen und Wohl-vornehmen Herrn, Herrn Detleff Detleffßen Buchhändlers in Braunschweig, An welchem Derselbe Als den 18ten November dieses 1725ten Jahres Das zwey und achzigste Jahr Seines gesegneten Alters durch Göttliche Gnade in leidlicher Gesundheit zurück geleget, und in Sein drey und achzigste glücklichst eingetreten, Wolte seine Hertz-Brüderliche Gratulation und Anwunsch alles fernern ersprießlichen Wohlergehens hiedurch bezeugen und abschicken Nicolaus Förster. [S.l.]  Berlin 1725	[S.l.]	Historische Drucke	Als Der glücklichst eingetretene Gebuhrts-Tag Des Wohl-Edlen und Wohl-vornehmen Herrn, Herrn Detleff Detleffßen Buchhändlers in Braunschweig, An welchem Derselbe Als den 18ten November dieses 1725ten Jahres Das zwey und achzigste Jahr Seines gesegneten Alters durch Göttliche Gnade in leidlicher Gesundheit zurück geleget, und in Sein drey und achzigste glücklichst eingetreten, Wolte seine Hertz-Brüderliche Gratulation und Anwunsch alles fernern ersprießlichen Wohlergehens hiedurch bezeugen und abschicken Nicolaus Förster	Monograph
PPN826741932	Plochius, Nicolaus  Seeliger, Samuel	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1712	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FE000000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FE000000000	1712	http://digital.staatsbibliothek-berlin.de/europeana/PPN826741932/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Straubelius	Open Access	Plochius, Nicolaus  Seeliger, Samuel: Fidelissimus, Solus, unicus & sempiternus, Omnium Et Singulorum In Semet Vere Confidentium Et Sperantium Gubernator Et Tutor, Omnipotens & Æternus Deus, Viro Dei, Admodum Reverendo, Clarissimo nec non Doctissimo Domino M. Samueli Seeligero, Pastori Evangelicæ Ecclesiæ Milicensis Primario, nec non eiusdem Scholæ Inspectori fidissimo; Lætissimum Onomasterion, Anno 1712. die 26. Augusti, lætissime^ celebranti Dicatus ab humillimo Ipsius admodum Reverendæ Claritatis Servo Nicolao Plochio, Scholæ Evangelicæ Milicensis Adiuncto, Venerandi Ministerii Evangelici Milicensis legitimè vocato^ Adiuncto, Catecheta^ Polonico^. Olsnae  Berlin 1712	Olsnae	Historische Drucke	Fidelissimus, Solus, unicus & sempiternus, Omnium Et Singulorum In Semet Vere Confidentium Et Sperantium Gubernator Et Tutor, Omnipotens & Æternus Deus, Viro Dei, Admodum Reverendo, Clarissimo nec non Doctissimo Domino M. Samueli Seeligero, Pastori Evangelicæ Ecclesiæ Milicensis Primario, nec non eiusdem Scholæ Inspectori fidissimo; Lætissimum Onomasterion, Anno 1712. die 26. Augusti, lætissime^ celebranti Dicatus ab humillimo Ipsius admodum Reverendæ Claritatis Servo Nicolao Plochio, Scholæ Evangelicæ Milicensis Adiuncto, Venerandi Ministerii Evangelici Milicensis legitimè vocato^ Adiuncto, Catecheta^ Polonico^	Monograph
PPN826834558	Opfergelt, Friederich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1736	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A04A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A04A00000000	1736	http://digital.staatsbibliothek-berlin.de/europeana/PPN826834558/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Faber	Open Access	Opfergelt, Friederich: Als Der Hochwürdige, in Gott andächtige und Hochgelahrte Herr, Herr Friederich Opfergelt, Erwählter und bestätigter Probst und Prälat Des Evangelischen Closters U. L. Frauen in Magdeburg, auch Mitglied der Hochlöbl. Stände dieses Hertzogthums, Am 3. Decembr. 1736. Seinen Gebuhrts-Tag Durch Göttliche Gnade feyerte, Wolten, Durch einen inbrünstigen Glück-Wunsch, ihre hertzliche Freude zu erkennen geben, Gott um ferneres Wohlergehen anrufen, Und sich zugleich Dessen hoher Gewogenheit gehorsamst empfehlen Die Alumni des Pædagogii besagten Closters U. L. Fr.. Magdeburg  Berlin 1736	Magdeburg	Historische Drucke	Als Der Hochwürdige, in Gott andächtige und Hochgelahrte Herr, Herr Friederich Opfergelt, Erwählter und bestätigter Probst und Prälat Des Evangelischen Closters U. L. Frauen in Magdeburg, auch Mitglied der Hochlöbl. Stände dieses Hertzogthums, Am 3. Decembr. 1736. Seinen Gebuhrts-Tag Durch Göttliche Gnade feyerte, Wolten, Durch einen inbrünstigen Glück-Wunsch, ihre hertzliche Freude zu erkennen geben, Gott um ferneres Wohlergehen anrufen, Und sich zugleich Dessen hoher Gewogenheit gehorsamst empfehlen Die Alumni des Pædagogii besagten Closters U. L. Fr.	Monograph
PPN826815537	Förster, Nicolaus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1726	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A03300000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A03300000000	1726	http://digital.staatsbibliothek-berlin.de/europeana/PPN826815537/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Förster, Nicolaus: Dulcia non meminit, qui non gustavit Amara! Wohl auf Weh, Freud auf Leyd, im November nach August  Als Novembers 22ter Tag dieses 1726. Jahrs Nach erlittenem traurigen August von Braunschweig, Unsern hertzlich-geliebten Stamm- Schwieger- und Groß-Vater Tit. Herrn Nicolaus Förster, Königl. Groß-Britannischen und Chur-Fürstl. Braunschw. Lüneburgischen Hof- Buchhändeler Sein 70tes Alters-Jahr mit Gott wohl anfahen machte, Rühmten frölig Und Jauchtzeten danckbarlich Gesammte gratulirende Förstersche Leibliche, Schwieger- und Kindes-Kinder. [S.l.]  Berlin 1726	[S.l.]	Historische Drucke	Dulcia non meminit, qui non gustavit Amara! Wohl auf Weh, Freud auf Leyd, im November nach August	Monograph
PPN826095550	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1798	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019C3200050000	http://resolver.staatsbibliothek-berlin.de/SBB00019C3200050000	1798	http://digital.staatsbibliothek-berlin.de/europeana/PPN826095550/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Neue Bilder Gallerie für junge Söhne und Töchter zur angenehmen und nützlichen Selbstbeschäftigung aus dem Reiche der Natur, Kunst, Sitten, und des gemeinen Lebens. Berlin  Berlin 1798	Berlin	Historische Drucke	Neue Bilder Gallerie für junge Söhne und Töchter zur angenehmen und nützlichen Selbstbeschäftigung aus dem Reiche der Natur, Kunst, Sitten, und des gemeinen Lebens	Volume
PPN826741282	Meier, Ge. Christianus  Boehmer, Philippus Ludovicus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1714	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FDC00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FDC00000000	1714	http://digital.staatsbibliothek-berlin.de/europeana/PPN826741282/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Meier, Ge. Christianus  Boehmer, Philippus Ludovicus: Viro Svmme Venerabili Atqve Magnifico, Philippo Lvdovico Boehmer Sacrae Theologiae Doctori Serenissimi Electoris Brvnsvic. Lvnebvrgici ... Patrono Svo Religioso Observantiae Cvltv Proseqvendo Novi Anni Primordia Fortvnata Et Prosperitatem Omnem Precantvr Ilfeldenses Alvmni. [S.l.]  Berlin 1714	[S.l.]	Historische Drucke	Viro Svmme Venerabili Atqve Magnifico, Philippo Lvdovico Boehmer Sacrae Theologiae Doctori Serenissimi Electoris Brvnsvic. Lvnebvrgici ... Patrono Svo Religioso Observantiae Cvltv Proseqvendo Novi Anni Primordia Fortvnata Et Prosperitatem Omnem Precantvr Ilfeldenses Alvmni	Monograph
PPN826834337	La-Roche, Friedrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1734	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A04900000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A04900000000	1734	http://digital.staatsbibliothek-berlin.de/europeana/PPN826834337/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Heller	Open Access	La-Roche, Friedrich: Zu dem glücklich erlebten Geburths-Feste Des Hoch-Wohlgebohrnen Frey-Herrn, Herrn Friedrich von La-Roche, Reichs-Frey-Herrn von Starckenfels, Seiner Königlichen Majestät in Preussen Wohlbestallten Lieutenant bey Sr. Hoch-Wohlgeb. des Herrn Obristen von Bredow Regiment Cuirassiers, Erb-Herr auf Monsheim, Erbesbütesheim e[tc]. e[tc]. Welches Derselbe Den 2ten Februar. 1734. in Franckfurth am Mäyn begieng, wünschet unzähliges Vergnügen Dessen Ergebenster Freund. Saltzwedel  Berlin 1734	Saltzwedel	Historische Drucke	Zu dem glücklich erlebten Geburths-Feste Des Hoch-Wohlgebohrnen Frey-Herrn, Herrn Friedrich von La-Roche, Reichs-Frey-Herrn von Starckenfels, Seiner Königlichen Majestät in Preussen Wohlbestallten Lieutenant bey Sr. Hoch-Wohlgeb. des Herrn Obristen von Bredow Regiment Cuirassiers, Erb-Herr auf Monsheim, Erbesbütesheim e[tc]. e[tc]. Welches Derselbe Den 2ten Februar. 1734. in Franckfurth am Mäyn begieng, wünschet unzähliges Vergnügen Dessen Ergebenster Freund	Monograph
PPN826741762	Mertens, C. S.  Haberstroh, Ernestus Johannes  Haberstroh, Augustus Ludovicus  Haberstroh, Christianus Wilhelmus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1710	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FDF00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FDF00000000	1710	http://digital.staatsbibliothek-berlin.de/europeana/PPN826741762/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Mertens, C. S.  Haberstroh, Ernestus Johannes  Haberstroh, Augustus Ludovicus  Haberstroh, Christianus Wilhelmus: Vivat Is Hac Qvondam Qvi Est Natus Luce Patronus, Integer In Seros Incolumisqve Dies. [S.l.]  Berlin 1710	[S.l.]	Historische Drucke	Vivat Is Hac Qvondam Qvi Est Natus Luce Patronus, Integer In Seros Incolumisqve Dies	Monograph
PPN826645690	Josephus, Franciscus  Assiss, Franciscus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1717	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FBD00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FBD00000000	1717	http://digital.staatsbibliothek-berlin.de/europeana/PPN826645690/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Kopitz	Open Access	Josephus, Franciscus  Assiss, Franciscus: Adest Iesvs Capvcinorvm sev Magnvs Franciscvs De Assiss Seraphice Qværere Et Sanvm Facere Qvod Perierat Gavdete Vos Crembsenses Stainensesqve Congregati Das ist, Heiliger Franciscus Seraphicus von Assiss an seinen glorreichen Nahmens-Fest Wird als ein neuer Capuciner-Jesus oder anderter Welt-Erlöser ... vorgestellet .... Crembs  Berlin 1717	Crembs	Historische Drucke	Adest Iesvs Capvcinorvm sev Magnvs Franciscvs De Assiss Seraphice Qværere Et Sanvm Facere Qvod Perierat Gavdete Vos Crembsenses Stainensesqve Congregati Das ist, Heiliger Franciscus Seraphicus von Assiss an seinen glorreichen Nahmens-Fest Wird als ein neuer Capuciner-Jesus oder anderter Welt-Erlöser ... vorgestellet ...	Monograph
PPN82664595X	Reiche, Justus Christophorus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1714	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FBE00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FBE00000000	1714	http://digital.staatsbibliothek-berlin.de/europeana/PPN82664595X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Reiche, Justus Christophorus: Addicta Pietas Qvam Erga Virvm Illvstrem Ac Svmme Venerabilem Ivstvm Christophorvm Reiche In Avla Electorali, Qvae Hannoverae Praefvlget, Consiliarvm In Rebvs, Qvae Ad Ivstitiam, Svmmam Rei Pvblicae Vtilitates Patriae Pertinent, Explicandis Sanctiorem, Ilfeldensivm Rationvm Cvratorem Svpremvm, Scholaeqve Saecvli Incommodis Attritae Recvperatorem Ac Statorem Omnibvs Nominibvs Meritvm In Qve Dies Singvlos Optime Promerentem Anni Avspicivm M D CCXIIII Sollemni Significatione Servandam Praestandamqve Monet Paedagogii Ilfeldensis Collegas. [S.l.]  Berlin 1714	[S.l.]	Historische Drucke	Addicta Pietas Qvam Erga Virvm Illvstrem Ac Svmme Venerabilem Ivstvm Christophorvm Reiche In Avla Electorali, Qvae Hannoverae Praefvlget, Consiliarvm In Rebvs, Qvae Ad Ivstitiam, Svmmam Rei Pvblicae Vtilitates Patriae Pertinent, Explicandis Sanctiorem, Ilfeldensivm Rationvm Cvratorem Svpremvm, Scholaeqve Saecvli Incommodis Attritae Recvperatorem Ac Statorem Omnibvs Nominibvs Meritvm In Qve Dies Singvlos Optime Promerentem Anni Avspicivm M D CCXIIII Sollemni Significatione Servandam Praestandamqve Monet Paedagogii Ilfeldensis Collegas	Monograph
PPN82664516X	Böhm, Johann Gottlieb  Zießler, Jacob  Zießler, Anna Elisabeth	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1715	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FBA00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FBA00000000	1715	http://digital.staatsbibliothek-berlin.de/europeana/PPN82664516X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Straubel	Open Access	Böhm, Johann Gottlieb  Zießler, Jacob  Zießler, Anna Elisabeth: Als Herr Jacob Zießler, Beliebter Bürger, Kunst- Weyd- und Schön-Färber in der Kayser- und Königl. Stadt Breßlau, Und dessen Eheliebste, Frau Anna Elisabeth Zießlerin, Gebohrne Mielischin, Zwey Tage nacheinander, den 25. und 26. Julii, 1715. Ihr Nahmens-Festin Erfreulichst begiengen, Wolte mit gegenwärtiger Cantata Denenselben gratuliren, Und zugleich vor vielfältige genossene Wohlthaten Danck abstatten Dero verbundenster Freund und Diener Johann Gottlieb Böhm, von Oelße, Z.Z. A.A.L.L. Cult. bey dem Elisabethanischen Gymnasio in Breßlau. Oelße  Berlin 1715	Oelße	Historische Drucke	Als Herr Jacob Zießler, Beliebter Bürger, Kunst- Weyd- und Schön-Färber in der Kayser- und Königl. Stadt Breßlau, Und dessen Eheliebste, Frau Anna Elisabeth Zießlerin, Gebohrne Mielischin, Zwey Tage nacheinander, den 25. und 26. Julii, 1715. Ihr Nahmens-Festin Erfreulichst begiengen, Wolte mit gegenwärtiger Cantata Denenselben gratuliren, Und zugleich vor vielfältige genossene Wohlthaten Danck abstatten Dero verbundenster Freund und Diener Johann Gottlieb Böhm, von Oelße, Z.Z. A.A.L.L. Cult. bey dem Elisabethanischen Gymnasio in Breßlau	Monograph
PPN826834736	Ruhkopf, Johann Friederich  Mentzer, Balthasar	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1735	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A04B00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A04B00000000	1735	http://digital.staatsbibliothek-berlin.de/europeana/PPN826834736/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schultze	Open Access	Ruhkopf, Johann Friederich  Mentzer, Balthasar: Die ausnehmenden Verdienste Des Hoch-Würdigen und Hoch-Gelahrten Herrn, Herrn Balthasar Mentzers Sr. Königlichen Majestät von Groß-Britannien, Und Chur-Fürstlichen Durchlauchtigkeiten zu Braunschweig und Lüneburg e[tc]. Hoch-betrauten Consistorial-Rahts Und Ober-Hof-Predigers, Auch General-Superintendenten des Fürstenthums Calenberg, besang an Seiner Hoch-Würden 56ten Geburths-Tage in folgender Ode Johann Friederich Ruhkopf. Hannover  Berlin 1735	Hannover	Historische Drucke	Die ausnehmenden Verdienste Des Hoch-Würdigen und Hoch-Gelahrten Herrn, Herrn Balthasar Mentzers Sr. Königlichen Majestät von Groß-Britannien, Und Chur-Fürstlichen Durchlauchtigkeiten zu Braunschweig und Lüneburg e[tc]. Hoch-betrauten Consistorial-Rahts Und Ober-Hof-Predigers, Auch General-Superintendenten des Fürstenthums Calenberg, besang an Seiner Hoch-Würden 56ten Geburths-Tage in folgender Ode Johann Friederich Ruhkopf	Monograph
PPN803802730	Crollius, Georgius Christianus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1768	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001793A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001793A00000000	1768	http://digital.staatsbibliothek-berlin.de/europeana/PPN803802730/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Crollius, Georgius Christianus: Gymnasii Illustris Bipontini Rector Georgius Christianus Crollius Lecturis S. P. D.  [Scribebam in Museo a. d. XIIII. Kalend. Mart. an MDCCLXVIII.]. [S.l.]  Berlin 1768	[S.l.]	Historische Drucke	Gymnasii Illustris Bipontini Rector Georgius Christianus Crollius Lecturis S. P. D.	Monograph
PPN826742181	Förster, Nikolaus  Detleffßen, Detleff	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1723	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FE200000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FE200000000	1723	http://digital.staatsbibliothek-berlin.de/europeana/PPN826742181/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Förster, Nikolaus  Detleffßen, Detleff: Ein Glückwünschender Zuruff Zu dem abereinst glücklichst eingetretenen Gebuhrts-Tage Des Wohl-Edlen und Wohl-Vornehmen Herrn, Herrn Detleff Detleffßen, Buchhändlers in Braunschweig, An welchem Derselbe Als den 18ten Novembr. dieses 1723sten Jahres Das Achzigste Jahr Seines gesegneten Alters durch Göttliche Gnade in leidlicher Gesundheit zurücke geleget, und in Sein Ein und Achtzigste glücklichst eingetreten, Unter hertzlicher Anwünschung alles ersprießlichen Wohlergehens entworffen und übersand von Dessen Brüderlichen Freunde N. F. in Han[n]over. [S.l.]  Berlin 1723	[S.l.]	Historische Drucke	Ein Glückwünschender Zuruff Zu dem abereinst glücklichst eingetretenen Gebuhrts-Tage Des Wohl-Edlen und Wohl-Vornehmen Herrn, Herrn Detleff Detleffßen, Buchhändlers in Braunschweig, An welchem Derselbe Als den 18ten Novembr. dieses 1723sten Jahres Das Achzigste Jahr Seines gesegneten Alters durch Göttliche Gnade in leidlicher Gesundheit zurücke geleget, und in Sein Ein und Achtzigste glücklichst eingetreten, Unter hertzlicher Anwünschung alles ersprießlichen Wohlergehens entworffen und übersand von Dessen Brüderlichen Freunde N. F. in Han[n]over	Monograph
PPN826741452	Siegel, Johann Gottlieb	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1736	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FDD00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FDD00000000	1736	http://digital.staatsbibliothek-berlin.de/europeana/PPN826741452/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Breitkopf	Open Access	Siegel, Johann Gottlieb: Aufrichtiges Neujahrs-Opfer, Welches Beym Antritt des glücklich erlebten 1736ten Jahres Sr. Hochedelgebohrnen und Hochgelahrten, Herrn, Herrn Johann Gottlieb Siegel, Ordentlichen Professor der Rechtsgelahrtheit auf der berühmten Universität Leipzig, des Hochlöblichen Oberhofgerichts und Consistorii daselbst Sachwaltern und beyder Rechten Doctor, in geziemender Ehrfurcht dargebracht wurde von Sr. Hochedelgebohrnen und Hochgelahrten sämtlichen Zuhörern. Leipzig  Berlin 1736	Leipzig	Historische Drucke	Aufrichtiges Neujahrs-Opfer, Welches Beym Antritt des glücklich erlebten 1736ten Jahres Sr. Hochedelgebohrnen und Hochgelahrten, Herrn, Herrn Johann Gottlieb Siegel, Ordentlichen Professor der Rechtsgelahrtheit auf der berühmten Universität Leipzig, des Hochlöblichen Oberhofgerichts und Consistorii daselbst Sachwaltern und beyder Rechten Doctor, in geziemender Ehrfurcht dargebracht wurde von Sr. Hochedelgebohrnen und Hochgelahrten sämtlichen Zuhörern	Monograph
PPN826644910	Popp, Leonhartus  Dantz, Johann Andreas	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1705	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FB800000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FB800000000	1705	http://digital.staatsbibliothek-berlin.de/europeana/PPN826644910/00000009.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Werther	Open Access	Popp, Leonhartus  Dantz, Johann Andreas: Bey dem höchst-erfreulichen Namens-Fest Sr. Magnificenz Des ... Herrn Joh. Andreas Dantzen Welt-berühmten Prof. Publ. der Heil. Sprachen; und in der ... Philosophischen Facultät ... verdienten Senioris der ... Jenischen Academi  (So hervorgeblickt am 24. Jun. des 1705ten Jahres;) Wolte folgende geringe Zeilen am Tag legen Dessen hochverbundener M. Leonhartus Popp. Jena  Berlin 1705	Jena	Historische Drucke	Bey dem höchst-erfreulichen Namens-Fest Sr. Magnificenz Des ... Herrn Joh. Andreas Dantzen Welt-berühmten Prof. Publ. der Heil. Sprachen; und in der ... Philosophischen Facultät ... verdienten Senioris der ... Jenischen Academi	Monograph
PPN826841562	Schmaling, Ludwig Christoph  Leßer, Friedrich Christian	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1748	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A04E00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A04E00000000	1748	http://digital.staatsbibliothek-berlin.de/europeana/PPN826841562/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Cöler	Open Access	Schmaling, Ludwig Christoph  Leßer, Friedrich Christian: Ode, Dem Hochehrwürdigen und Hochgelahrten Herrn, Herrn Friedrich Christian Leßer Prediger bey denen Kirchen St. Jacobi und Martini zu Nordhausen, Seniori des Evangelischen Ministerii daselbst, und Mittgliede der Käyserl. Acad. Naturä Curiosor. auch der Königl. Preußl. Gesellschaft der Wissenschaften, seinem geliebtesten Herrn Schwieger Vater  Als er am 12ten Mäy des 1748sten Jahres das 56ste Jahr seines Alters erreichte. Zum Zeugniß aufrichtiger Liebe und ehrerbietiger Hochachtung übergeben von L. C. Schmaling, Prediger bey denen Gemeinen zu Wülfingerode und Ascherode. Nordhausen  Berlin 1748	Nordhausen	Historische Drucke	Ode, Dem Hochehrwürdigen und Hochgelahrten Herrn, Herrn Friedrich Christian Leßer Prediger bey denen Kirchen St. Jacobi und Martini zu Nordhausen, Seniori des Evangelischen Ministerii daselbst, und Mittgliede der Käyserl. Acad. Naturä Curiosor. auch der Königl. Preußl. Gesellschaft der Wissenschaften, seinem geliebtesten Herrn Schwieger Vater	Monograph
PPN826741576	Gottsched, Johann Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1736	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FDE00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FDE00000000	1736	http://digital.staatsbibliothek-berlin.de/europeana/PPN826741576/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Breitkopf	Open Access	Gottsched, Johann Christoph: Die preiswürdigen Verdienste Sr. Hochedelgebohrnen und Hochgelahrten, Herrn, Herrn Johann Christoph Gottscheds, Der Logik und Metaphysik ordentlichen, und der Poesie außerordentlichen Professors auf der weltberühmten Universität Leipzig, des Collegii Unserer Lieben Frauen itzigen Praepositi, der Königlichen Preußischen Societät der Wissenschaften Mitgliedes, und der Deutschen Gesellschaft in Leipzig Seniors, Wurden beym glücklichen Antritt des 1736. Jahrs besungen Von den Sämtlichen hieselbst studierenden Niedersachsen. Leipzig  Berlin 1736	Leipzig	Historische Drucke	Die preiswürdigen Verdienste Sr. Hochedelgebohrnen und Hochgelahrten, Herrn, Herrn Johann Christoph Gottscheds, Der Logik und Metaphysik ordentlichen, und der Poesie außerordentlichen Professors auf der weltberühmten Universität Leipzig, des Collegii Unserer Lieben Frauen itzigen Praepositi, der Königlichen Preußischen Societät der Wissenschaften Mitgliedes, und der Deutschen Gesellschaft in Leipzig Seniors, Wurden beym glücklichen Antritt des 1736. Jahrs besungen Von den Sämtlichen hieselbst studierenden Niedersachsen	Monograph
