PPN	dataProvider	format	identifier	isShownAt	object	provider	publisher	relation	rights	source	subject	title	type
PPN766453065	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000EFA400000000	http://resolver.staatsbibliothek-berlin.de/SBB0000EFA400000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN766453065/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Moltke, Helmuth: Generaloberst von Moltke. [Berlin]  Berlin	Krieg 1914 1918	Generaloberst von Moltke	Monograph
PPN767238303	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F34F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F34F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767238303/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Jank, Angelo  Hindenburg, Paul: [Bildnis Paul von Hindenburg]. München  Berlin	Krieg 1914 1918	[Bildnis Paul von Hindenburg]	Monograph
PPN715490532	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000085FD00000000	http://resolver.staatsbibliothek-berlin.de/SBB000085FD00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715490532/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Warneck	None	Open Access	Conrad, Paul: Kampf und Sieg  Karfreitags- und Ostergedanken als Gruß aus der Heimat für Heer und Marine. Berlin  Berlin	Krieg 1914 1918	Kampf und Sieg	Monograph
PPN740136895	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000CE5000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000CE5000000000	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Feldstereo-Verl	None	Open Access	Feldstereo-Post. Frankfurt, M  Berlin	Krieg 1914 1918	Feldstereo-Post	Periodical
PPN718609441	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008FAA00000000	http://resolver.staatsbibliothek-berlin.de/SBB00008FAA00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN718609441/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Biermann	None	Open Access	Fischer, Gottlieb: Friede auf Erden!  ein Weihnachtsgruß fürs deutsche Christenvolk, vor allem aber für unser tapferes Kriegsvolk im Felde und in den Lazaretten. Barmen  Berlin	Krieg 1914 1918	Friede auf Erden!	Monograph
PPN723964017	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009F3800000000	http://resolver.staatsbibliothek-berlin.de/SBB00009F3800000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN723964017/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schwetschke	None	Open Access	Riedel, P.: Ratgeber für die deutsche Kriegerfrau  was muß ich tun wenn mein Mann eingezogen wenn mein Mann verwundet wenn er in Gefangenschaft geraten wenn er gefallen ist ; nach amtlichen Quellen herausgegeben. Berlin  Berlin	Krieg 1914 1918	Ratgeber für die deutsche Kriegerfrau	Monograph
PPN755488865	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E29400010000	http://resolver.staatsbibliothek-berlin.de/SBB0000E29400010000	http://digital.staatsbibliothek-berlin.de/europeana/PPN755488865/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Der Landsturm-Bote von Briey  Kriegs-Zeitung. Briey  Berlin ; 1.1914	Open Access	Landsturm-Bote von Briey. Berlin	Krieg 1914 1918	Landsturm-Bote von Briey	Volume
PPN721384056	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009ADB00000000	http://resolver.staatsbibliothek-berlin.de/SBB00009ADB00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN721384056/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Junge	None	Open Access	Hofstaetter, A.: Durch Kampf zum Sieg  Predigt gehalten am Buß- und Bettag den 21. Februar 1915 in der Stiftskirche zu Ansbach. Ansbach  Berlin	Krieg 1914 1918	Durch Kampf zum Sieg	Monograph
PPN770814662	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F852001C0000	http://resolver.staatsbibliothek-berlin.de/SBB0000F852001C0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770814662/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr)  an ihre Streiter im großen Kriege 1914/18. Schwerte  Berlin ; 28.1915	Open Access	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr). Berlin	Krieg 1914 1918	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr)	Volume
PPN770376746	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FA001A0000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FA001A0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770376746/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße aus der Grafschaft Schaumburg. Rinteln  Berlin ; 26.1917	Open Access	Heimatgrüße aus der Grafschaft Schaumburg. Berlin	Krieg 1914 1918	Heimatgrüße aus der Grafschaft Schaumburg	Volume
PPN747252114	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C27600030000	http://resolver.staatsbibliothek-berlin.de/SBB0000C27600030000	http://digital.staatsbibliothek-berlin.de/europeana/PPN747252114/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Kriegsnachrichten der B. d. W  Mitteilungen für die im Felde stehenden Mitarbeiter der B. d. W. und Auszüge aus uns zugegangenen Zuschriften. Halle, Saale  Berlin ; 3.1915	Open Access	Kriegsnachrichten der B. d. W. Berlin	Krieg 1914 1918	Kriegsnachrichten der B. d. W	Volume
PPN749383070	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C2EC00070000	http://resolver.staatsbibliothek-berlin.de/SBB0000C2EC00070000	http://digital.staatsbibliothek-berlin.de/europeana/PPN749383070/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Mitteilungen aus der Heimat  hrsg. vom Liebesgaben-Ausschuss der Angestellten des Carlswerkes. Cöln-Mülheim  Berlin ; 7.1916	Open Access	Mitteilungen aus der Heimat. Berlin	Krieg 1914 1918	Mitteilungen aus der Heimat	Volume
PPN722221762	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009CAF00010000	http://resolver.staatsbibliothek-berlin.de/SBB00009CAF00010000	http://digital.staatsbibliothek-berlin.de/europeana/PPN722221762/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Meiner  Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Der Europäische Krieg in aktenmäßiger Darstellung. Leipzig  Berlin ; Bd. 1	Open Access	[Juli - Dezember 1914]. Leipzig  Berlin	Krieg 1914 1918	[Juli - Dezember 1914]	Volume
PPN688728235	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007D1500000000	http://resolver.staatsbibliothek-berlin.de/SBB00007D1500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN688728235/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Gyssling, Georg: Jagdordnung im belgischen Etappengebiet  [die bisherigen Jagdvorschriften des General-Gouvernements werden im belg. Et.-Gebiet hiermit aufgehoben]. [S.l.]  Berlin	Krieg 1914 1918	Jagdordnung im belgischen Etappengebiet	Monograph
PPN736076980	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000BB4500000000	http://resolver.staatsbibliothek-berlin.de/SBB0000BB4500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN736076980/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Engelmann	None	Open Access	Delbrück, Hans: Englands Schuld am Kriege. Berlin  Berlin	Krieg 1914 1918	Englands Schuld am Kriege	Monograph
PPN757246117	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000ED6A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000ED6A00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN757246117/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Berliner Illustrations-Gesellschaft	None	Open Access	"Berg, Hans Hansen: Die neueste Aufnahme des ""Appam""-Kommandanten Leutnant Berg in Norfolk. Berlin  Berlin"	Krieg 1914 1918	"Die neueste Aufnahme des ""Appam""-Kommandanten Leutnant Berg in Norfolk"	Monograph
PPN755415558	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E7A600000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E7A600000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN755415558/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Speyer & Kaerner	None	Open Access	Hoche, Alfred: Krieg und Seelenleben. Freiburg i. B. [u.a.]  Berlin	Krieg 1914 1918	Krieg und Seelenleben	Monograph
PPN767861221	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F47F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F47F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767861221/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Amerikanische Soldaten in Frankreich  Brief von dem Herrn Sekretär Baker an der Präsidenten der Vereinigten Staaten, Washington. [London]  Berlin	Krieg 1914 1918	Amerikanische Soldaten in Frankreich	Monograph
PPN746031289	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000D7D300000000	http://resolver.staatsbibliothek-berlin.de/SBB0000D7D300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN746031289/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	"""Tetka Čarleja""  fars v 3ch dějstvijachʺ ; 16 i 18 dek. 1917 g. Rejzen. Rejzen  Berlin"	Krieg 1914 1918	"""Tetka Čarleja"""	Monograph
PPN726662488	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A31000090000	http://resolver.staatsbibliothek-berlin.de/SBB0000A31000090000	http://digital.staatsbibliothek-berlin.de/europeana/PPN726662488/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bloch  Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Wiener-Braunsberg, Josef: Erlebnisse des ostpreußischen Landwehrmanns Wilhelm Kaluweit. Berlin  Berlin ; Heft 9	Open Access	Wiener-Braunsberg, Josef: Wie Wilhelm Kaluweit mit einem Engländer deutsch redete. Berlin  Berlin	Krieg 1914 1918	Wie Wilhelm Kaluweit mit einem Engländer deutsch redete	Volume
PPN771579985	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001046600090000	http://resolver.staatsbibliothek-berlin.de/SBB0001046600090000	http://digital.staatsbibliothek-berlin.de/europeana/PPN771579985/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	AVD-Nachrichten für die im Felde stehenden Angestellten der Aachener Verlags- und Druckereigesellschaft  während d. Kriegsjahres. Aachen  Berlin ; 9.1916	Open Access	AVD-Nachrichten für die im Felde stehenden Angestellten der Aachener Verlags- und Druckereigesellschaft. Berlin	Krieg 1914 1918	AVD-Nachrichten für die im Felde stehenden Angestellten der Aachener Verlags- und Druckereigesellschaft	Volume
PPN747301263	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000CE3700020000	http://resolver.staatsbibliothek-berlin.de/SBB0000CE3700020000	http://digital.staatsbibliothek-berlin.de/europeana/PPN747301263/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Kriegsliste der Münchener Burschenschaft Rhenania. Baden-Baden  Berlin ; 4.1915	Open Access	Kriegsliste der Münchener Burschenschaft Rhenania. Berlin	Krieg 1914 1918	Kriegsliste der Münchener Burschenschaft Rhenania	Volume
PPN76900511X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7F200000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7F200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN76900511X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Hindenburg, Paul: [Bildnis Paul von Hindenburg]. Berlin	Krieg 1914 1918	[Bildnis Paul von Hindenburg]	Monograph
PPN75224499X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000DF4D000F0000	http://resolver.staatsbibliothek-berlin.de/SBB0000DF4D000F0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN75224499X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Feldpostzeitung des Armen- und Jugendfürsorgeamts Leipzig. Leipzig  Berlin ; 15.1916	Open Access	Feldpostzeitung des Armen- und Jugendfürsorgeamts Leipzig. Berlin	Krieg 1914 1918	Feldpostzeitung des Armen- und Jugendfürsorgeamts Leipzig	Volume
PPN75681720X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000EC5500000000	http://resolver.staatsbibliothek-berlin.de/SBB0000EC5500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN75681720X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Selbstverlag	None	Open Access	Klaffke, Emil: Dem deutschen Frühling entgegen  Seinen Volksgenossen in ihren schwersten Tagen gewidmet. Oberhausen  Berlin	Krieg 1914 1918	Dem deutschen Frühling entgegen	Monograph
PPN717900215	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007F44000F0000	http://resolver.staatsbibliothek-berlin.de/SBB00007F44000F0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN717900215/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Karras  Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Einwärts! Aufwärts! Vorwärts!. Halle (Saale)  Berlin ; Reihe 3, Heft 3	Open Access	Einwärts! Aufwärts! Vorwärts!. Halle (Saale)  Berlin	Krieg 1914 1918	Einwärts! Aufwärts! Vorwärts!	Volume
PPN719910943	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000096B300000000	http://resolver.staatsbibliothek-berlin.de/SBB000096B300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN719910943/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bahn	None	Open Access	Romberg, Martin: Krieg und Christentum. Schwerin i. M.  Berlin	Krieg 1914 1918	Krieg und Christentum	Monograph
PPN727875736	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A61800000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A61800000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN727875736/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Benziger	None	Open Access	Sienkiewicz, Henryk  Praun, Joh.: Komödie der Irrungen  deutsch-amerikanische Humoreske ; und Janko, der Musikant, Tragödie eines Kindes. Einsiedeln [u.a.]  Berlin	Krieg 1914 1918	Komödie der Irrungen	Monograph
PPN725776625	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A0C400000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A0C400000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN725776625/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Zentralstelle zur Verbreitung guter deutscher Literatur	None	Open Access	Richhausen, A.: Der deutsche Soldat und Held  ein Gedicht in fünfundzwanzig Gesängen. Bad Nassau (Lahn)  Berlin	Krieg 1914 1918	Der deutsche Soldat und Held	Monograph
PPN768039940	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F52700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F52700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN768039940/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Lenin, Wladimir  Trotzky, Leo: Der Rat der Volkskommissare in Petersburg verschickt durch Funkspruch folgendes Telegramm, dessen Veröffentlichung der deutschen Presse verboten wurde .... Paris  Berlin	Krieg 1914 1918	Der Rat der Volkskommissare in Petersburg verschickt durch Funkspruch folgendes Telegramm, dessen Veröffentlichung der deutschen Presse verboten wurde ...	Monograph
PPN769156304	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F91700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F91700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN769156304/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	[August Schünemann an Mariechen Schünemann in Hamburg]. [London]  Berlin	Krieg 1914 1918	[August Schünemann an Mariechen Schünemann in Hamburg]	Monograph
PPN749588594	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000DFBD00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000DFBD00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN749588594/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Aurora	None	Open Access	Trzeja, W. A.: Türken ziehen in den Krieg  türkischer Marsch ; für Pianoforte zu zwei Händen ; op. 12. Dresden  Berlin	Krieg 1914 1918	Türken ziehen in den Krieg	Monograph
PPN770870252	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F852004B0000	http://resolver.staatsbibliothek-berlin.de/SBB0000F852004B0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770870252/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr)  an ihre Streiter im großen Kriege 1914/18. Schwerte  Berlin ; 75.1916	Open Access	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr). Berlin	Krieg 1914 1918	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr)	Volume
PPN766742601	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F0E400000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F0E400000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN766742601/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Peace in sight  Austria-Hungary has proposed to enter into negotiations of peace . Germany, Bulgaria, and Turkey have no objection to it .... Berlin	Krieg 1914 1918	Peace in sight	Monograph
PPN755552334	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E29700070000	http://resolver.staatsbibliothek-berlin.de/SBB0000E29700070000	http://digital.staatsbibliothek-berlin.de/europeana/PPN755552334/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Vertrauliche Mitteilungen. Berlin  Berlin ; 15.1918	Open Access	Vertrauliche Mitteilungen. Berlin	Krieg 1914 1918	Vertrauliche Mitteilungen	Volume
PPN71851050X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008F4000000000	http://resolver.staatsbibliothek-berlin.de/SBB00008F4000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN71851050X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Gerold	None	Open Access	Kolowrat, Heinrich: Den Helden von Przemysl!. Wien  Berlin	Krieg 1914 1918	Den Helden von Przemysl!	Monograph
PPN76990839X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FF00040000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FF00040000	http://digital.staatsbibliothek-berlin.de/europeana/PPN76990839X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße an die im Felde stehenden Krieger aus dem Bezirk Themar. Hildburghausen  Berlin ; 4.1916	Open Access	Heimatgrüße an die im Felde stehenden Krieger aus dem Bezirk Themar. Berlin	Krieg 1914 1918	Heimatgrüße an die im Felde stehenden Krieger aus dem Bezirk Themar	Volume
PPN688537030	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007BD800000000	http://resolver.staatsbibliothek-berlin.de/SBB00007BD800000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN688537030/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Elsner	None	Open Access	Gillhaußen, Guido: Schwertklang  Kriegslieder. Berlin  Berlin	Krieg 1914 1918	Schwertklang	Monograph
PPN688730515	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007D3400000000	http://resolver.staatsbibliothek-berlin.de/SBB00007D3400000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN688730515/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Vaterländische Verlags- und Kunstanstalt	None	Open Access	Keller, Samuel: Land, Land, Land, höre des Herrn Wort!  Fünf Kriegspredigten fürs deutsche Volk. Berlin  Berlin	Krieg 1914 1918	Land, Land, Land, höre des Herrn Wort!	Monograph
PPN718215036	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008CEF00030000	http://resolver.staatsbibliothek-berlin.de/SBB00008CEF00030000	http://digital.staatsbibliothek-berlin.de/europeana/PPN718215036/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Neumeyer  Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Eisenberg, Wilhelm: Kriegspredigt .... Braunschweig  Berlin ; 5	Open Access	Eisenberg, Wilhelm: Unsere wahre Heimat  ... gehalten am 11. Oktober 1914. Braunschweig  Berlin	Krieg 1914 1918	Unsere wahre Heimat	Volume
PPN725942266	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A12F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A12F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN725942266/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Adler	None	Open Access	Eiter, Ludwig: Eben-Ezer  Predigt im Kriegs-Gedenkgottesdienst am 1. August 1915 in St. Nikolai in Greifswald. Greifswald  Berlin	Krieg 1914 1918	Eben-Ezer	Monograph
PPN72960523X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AB1300000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AB1300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN72960523X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Vandenhoeck & Ruprecht	None	Open Access	Schack, Willy: Zehn Leichenfeiern im Felde. Göttingen  Berlin	Krieg 1914 1918	Zehn Leichenfeiern im Felde	Monograph
PPN715788272	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000877F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000877F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715788272/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	G. Fischer	None	Open Access	Schiffels, Josef: Zur Geschichte des Weltkrieges 1914/16  ein Lese- und Merkbüchlein. Wittlich [u.a.]  Berlin	Krieg 1914 1918	Zur Geschichte des Weltkrieges 1914/16	Monograph
PPN767150503	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F2EC00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F2EC00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767150503/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Otto Elsner K.G.	None	Open Access	Viele Millionen Flugblätter, von deutschen Deserteuren verfaßt. wurden vom Jahre 1917 ab von feindlichen Fliegern über unseren Linien abgeworfen. Berlin  Berlin	Krieg 1914 1918	Viele Millionen Flugblätter, von deutschen Deserteuren verfaßt. wurden vom Jahre 1917 ab von feindlichen Fliegern über unseren Linien abgeworfen	Monograph
PPN688546366	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007BEC00000000	http://resolver.staatsbibliothek-berlin.de/SBB00007BEC00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN688546366/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Voigt	None	Open Access	Pfui England!. Wiesbaden  Berlin	Krieg 1914 1918	Pfui England!	Monograph
